"human_geneid","human_EnsemblID","human_Symbol","human_description","human_type_of_gene","mouse_EnsemblID","mouse_geneid"
221883,"ENSG00000240990","HOXA11-AS","HOXA11 antisense RNA","ncRNA","ENSMUSG00000086427",15397
221895,"ENSG00000153814","JAZF1","JAZF zinc finger 1","protein-coding","ENSMUSG00000063568",231986
221908,"ENSG00000160813","PPP1R35","protein phosphatase 1 regulatory subunit 35","protein-coding","ENSMUSG00000029725",69871
221914,"ENSG00000213420","GPC2","glypican 2","protein-coding","ENSMUSG00000029510",71951
221927,"ENSG00000106009","BRAT1","BRCA1 associated ATM activator 1","protein-coding","ENSMUSG00000000148",231841
221935,"ENSG00000146555","SDK1","sidekick cell adhesion molecule 1","protein-coding","ENSMUSG00000039683",330222
221937,"ENSG00000164916","FOXK1","forkhead box K1","protein-coding","ENSMUSG00000056493",17425
221938,"ENSG00000136297","MMD2","monocyte to macrophage differentiation associated 2","protein-coding","ENSMUSG00000039533",75104
221955,"ENSG00000164535","DAGLB","diacylglycerol lipase beta","protein-coding","ENSMUSG00000039206",231871
221981,"ENSG00000005108","THSD7A","thrombospondin type 1 domain containing 7A","protein-coding","ENSMUSG00000032625",330267
222008,"ENSG00000170419","VSTM2A","V-set and transmembrane domain containing 2A","protein-coding","ENSMUSG00000048834",211739
222068,"ENSG00000158604","TMED4","transmembrane p24 trafficking protein 4","protein-coding","ENSMUSG00000004394",103694
222166,"ENSG00000180354","MTURN","maturin, neural progenitor differentiation regulator homolog","protein-coding","ENSMUSG00000038065",68235
222171,"ENSG00000176532","PRR15","proline rich 15","protein-coding","ENSMUSG00000045725",78004
222183,"ENSG00000177679","SRRM3","serine/arginine repetitive matrix 3","protein-coding","ENSMUSG00000039860",58212
222194,"ENSG00000187257","RSBN1L","round spermatid basic protein 1 like","protein-coding","ENSMUSG00000039968",242860
222223,"ENSG00000164659","ELAPOR2","endosome-lysosome associated apoptosis and autophagy regulator family member 2","protein-coding","ENSMUSG00000056004",231014
222229,"ENSG00000161036","LRWD1","leucine rich repeats and WD repeat domain containing 1","protein-coding","ENSMUSG00000029703",71735
222234,"ENSG00000222011","FAM185A","family with sequence similarity 185 member A","protein-coding","ENSMUSG00000047221",330050
222235,"ENSG00000161040","FBXL13","F-box and leucine rich repeat protein 13","protein-coding","ENSMUSG00000048520",320118
222236,"ENSG00000161048","NAPEPLD","N-acyl phosphatidylethanolamine phospholipase D","protein-coding","ENSMUSG00000044968",242864
222255,"ENSG00000146776","ATXN7L1","ataxin 7 like 1","protein-coding","ENSMUSG00000020564",380753
222256,"ENSG00000128536","CDHR3","cadherin related family member 3","protein-coding","ENSMUSG00000035860",68764
222389,"ENSG00000165626","BEND7","BEN domain containing 7","protein-coding","ENSMUSG00000048186",209645
222484,"ENSG00000139517","LNX2","ligand of numb-protein X 2","protein-coding","ENSMUSG00000016520",140887
222487,"ENSG00000182885","ADGRG3","adhesion G protein-coupled receptor G3","protein-coding","ENSMUSG00000060470",54672
222537,"ENSG00000249853","HS3ST5","heparan sulfate-glucosamine 3-sulfotransferase 5","protein-coding","ENSMUSG00000044499",319415
222545,"ENSG00000173612","GPRC6A","G protein-coupled receptor class C group 6 member A","protein-coding","ENSMUSG00000019905",210198
222546,"ENSG00000185002","RFX6","regulatory factor X6","protein-coding","ENSMUSG00000019900",320995
222553,"ENSG00000196376","SLC35F1","solute carrier family 35 member F1","protein-coding","ENSMUSG00000038602",215085
222584,"ENSG00000168143","FAM83B","family with sequence similarity 83 member B","protein-coding","ENSMUSG00000032358",208994
222642,"ENSG00000112212","TSPO2","translocator protein 2","protein-coding","ENSMUSG00000023995",70026
222643,"ENSG00000124602","UNC5CL","unc-5 family C-terminal like","protein-coding","ENSMUSG00000043592",76589
222658,"ENSG00000112078","KCTD20","potassium channel tetramerization domain containing 20","protein-coding","ENSMUSG00000005936",66989
222659,"ENSG00000179165","PXT1","peroxisomal testis enriched protein 1","protein-coding","ENSMUSG00000045378",69307
222662,"ENSG00000197753","LHFPL5","LHFPL tetraspan subfamily member 5","protein-coding","ENSMUSG00000062252",328789
222663,"ENSG00000146197","SCUBE3","signal peptide, CUB domain and EGF like domain containing 3","protein-coding","ENSMUSG00000038677",268935
222698,"ENSG00000189134","NKAPL","NFKB activating protein like","protein-coding","ENSMUSG00000059395",66707
222826,"ENSG00000145975","FAM217A","family with sequence similarity 217 member A","protein-coding","ENSMUSG00000021414",71864
222865,"ENSG00000166448","TMEM130","transmembrane protein 130","protein-coding","ENSMUSG00000043388",243339
222894,"ENSG00000146618","FERD3L","Fer3 like bHLH transcription factor","protein-coding","ENSMUSG00000046518",114712
222950,"ENSG00000166924","NYAP1","neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1","protein-coding","ENSMUSG00000045348",243300
222962,"ENSG00000164638","SLC29A4","solute carrier family 29 member 4","protein-coding","ENSMUSG00000050822",243328
223075,"ENSG00000180347","ITPRID1","ITPR interacting domain containing 1","protein-coding","ENSMUSG00000037973",232016
223082,"ENSG00000180233","ZNRF2","zinc and ring finger 2","protein-coding","ENSMUSG00000058446",387524
223117,"ENSG00000153993","SEMA3D","semaphorin 3D","protein-coding","ENSMUSG00000040254",108151
225689,"ENSG00000181085","MAPK15","mitogen-activated protein kinase 15","protein-coding","ENSMUSG00000063704",332110
245711,"ENSG00000163806","SPDYA","speedy/RINGO cell cycle regulator family member A","protein-coding","ENSMUSG00000052525",70891
245806,"ENSG00000170162","VGLL2","vestigial like family member 2","protein-coding","ENSMUSG00000049641",215031
245812,"ENSG00000166997","CNPY4","canopy FGF signaling regulator 4","protein-coding","ENSMUSG00000036968",66455
245913,"ENSG00000203970","DEFB110","defensin beta 110","protein-coding","ENSMUSG00000067773",77673
245927,"ENSG00000214642","DEFB113","defensin beta 113","protein-coding","ENSMUSG00000073735",654460
245929,"ENSG00000215547","DEFB115","defensin beta 115","protein-coding","ENSMUSG00000074679",545475
245930,"ENSG00000215545","DEFB116","defensin beta 116","protein-coding","ENSMUSG00000044249",75400
245932,"ENSG00000180483","DEFB119","defensin beta 119","protein-coding","ENSMUSG00000050645",246700
245936,"ENSG00000180424","DEFB123","defensin beta 123","protein-coding","ENSMUSG00000044863",266620
245937,"ENSG00000180383","DEFB124","defensin beta 124","protein-coding","ENSMUSG00000074678",654459
245938,"ENSG00000178591","DEFB125","defensin beta 125","protein-coding","ENSMUSG00000074680",654457
245939,"ENSG00000185982","DEFB128","defensin beta 128","protein-coding","ENSMUSG00000049560",319579
245972,"ENSG00000147614","ATP6V0D2","ATPase H+ transporting V0 subunit d2","protein-coding","ENSMUSG00000028238",242341
245973,"ENSG00000143882","ATP6V1C2","ATPase H+ transporting V1 subunit C2","protein-coding","ENSMUSG00000020566",68775
246175,"ENSG00000138767","CNOT6L","CCR4-NOT transcription complex subunit 6 like","protein-coding","ENSMUSG00000034724",231464
246176,"ENSG00000270765","GAS2L2","growth arrest specific 2 like 2","protein-coding","ENSMUSG00000020686",237891
246184,"ENSG00000176386","CDC26","cell division cycle 26","protein-coding","ENSMUSG00000066149",66440
246213,"ENSG00000179520","SLC17A8","solute carrier family 17 member 8","protein-coding","ENSMUSG00000019935",216227
246243,"ENSG00000171865","RNASEH1","ribonuclease H1","protein-coding","ENSMUSG00000020630",19819
246269,"ENSG00000135537","AFG1L","AFG1 like ATPase","protein-coding","ENSMUSG00000038302",215951
246329,"ENSG00000185482","STAC3","SH3 and cysteine rich domain 3","protein-coding","ENSMUSG00000040287",237611
246330,"ENSG00000174516","PELI3","pellino E3 ubiquitin protein ligase family member 3","protein-coding","ENSMUSG00000024901",240518
246777,"ENSG00000258484","SPESP1","sperm equatorial segment protein 1","protein-coding","ENSMUSG00000046846",66712
246778,"ENSG00000197272","IL27","interleukin 27","protein-coding","ENSMUSG00000044701",246779
252839,"ENSG00000116857","TMEM9","transmembrane protein 9","protein-coding","ENSMUSG00000026411",66241
252969,"ENSG00000154328","NEIL2","nei like DNA glycosylase 2","protein-coding","ENSMUSG00000035121",382913
252983,"ENSG00000166263","STXBP4","syntaxin binding protein 4","protein-coding","ENSMUSG00000020546",20913
252995,"ENSG00000160097","FNDC5","fibronectin type III domain containing 5","protein-coding","ENSMUSG00000001334",384061
253012,"ENSG00000188175","HEPACAM2","HEPACAM family member 2","protein-coding","ENSMUSG00000044156",101202
253017,"ENSG00000205678","TECRL","trans-2,3-enoyl-CoA reductase like","protein-coding","ENSMUSG00000049537",243078
253143,"ENSG00000183530","PRR14L","proline rich 14 like","protein-coding","ENSMUSG00000054280",215476
253152,"ENSG00000172031","EPHX4","epoxide hydrolase 4","protein-coding","ENSMUSG00000033805",384214
253190,"ENSG00000183569","SERHL2","serine hydrolase like 2","protein-coding","ENSMUSG00000058586",68607
253260,"ENSG00000164327","RICTOR","RPTOR independent companion of MTOR complex 2","protein-coding","ENSMUSG00000050310",78757
253314,"ENSG00000175766","EIF4E1B","eukaryotic translation initiation factor 4E family member 1B","protein-coding","ENSMUSG00000074895",218268
253430,"ENSG00000151151","IPMK","inositol polyphosphate multikinase","protein-coding","ENSMUSG00000060733",69718
253461,"ENSG00000177311","ZBTB38","zinc finger and BTB domain containing 38","protein-coding","ENSMUSG00000040433",245007
253512,"ENSG00000174032","SLC25A30","solute carrier family 25 member 30","protein-coding","ENSMUSG00000022003",67554
253558,"ENSG00000172954","LCLAT1","lysocardiolipin acyltransferase 1","protein-coding","ENSMUSG00000054469",225010
253559,"ENSG00000175161","CADM2","cell adhesion molecule 2","protein-coding","ENSMUSG00000064115",239857
253635,"ENSG00000152133","GPATCH11","G-patch domain containing 11","protein-coding","ENSMUSG00000050668",53951
253714,"ENSG00000146263","MMS22L","MMS22 like, DNA repair protein","protein-coding","ENSMUSG00000045751",212377
253725,"ENSG00000172661","WASHC2C","WASH complex subunit 2C","protein-coding","ENSMUSG00000024104",28006
253738,"ENSG00000108001","EBF3","EBF transcription factor 3","protein-coding","ENSMUSG00000010476",13593
253769,"ENSG00000184465","WDR27","WD repeat domain 27","protein-coding","ENSMUSG00000046991",71682
253782,"ENSG00000172292","CERS6","ceramide synthase 6","protein-coding","ENSMUSG00000027035",241447
253827,"ENSG00000174099","MSRB3","methionine sulfoxide reductase B3","protein-coding","ENSMUSG00000051236",320183
253832,"ENSG00000180776","ZDHHC20","zinc finger DHHC-type palmitoyltransferase 20","protein-coding","ENSMUSG00000021969",75965
253935,"ENSG00000187151","ANGPTL5","angiopoietin like 5","protein-coding","ENSMUSG00000111353",100502693
253943,"ENSG00000185728","YTHDF3","YTH N6-methyladenosine RNA binding protein F3","protein-coding","ENSMUSG00000047213",229096
253959,"ENSG00000174373","RALGAPA1","Ral GTPase activating protein catalytic subunit alpha 1","protein-coding","ENSMUSG00000021027",56784
253980,"ENSG00000174943","KCTD13","potassium channel tetramerization domain containing 13","protein-coding","ENSMUSG00000030685",233877
253982,"ENSG00000174939","ASPHD1","aspartate beta-hydroxylase domain containing 1","protein-coding","ENSMUSG00000046378",233879
254013,"ENSG00000139160","ETFBKMT","electron transfer flavoprotein subunit beta lysine methyltransferase","protein-coding","ENSMUSG00000039958",320204
254042,"ENSG00000172878","METAP1D","methionyl aminopeptidase type 1D, mitochondrial","protein-coding","ENSMUSG00000041921",66559
254048,"ENSG00000157741","UBN2","ubinuclein 2","protein-coding","ENSMUSG00000038538",320538
254050,"ENSG00000158113","LRRC43","leucine rich repeat containing 43","protein-coding","ENSMUSG00000063409",381741
254065,"ENSG00000165288","BRWD3","bromodomain and WD repeat domain containing 3","protein-coding","ENSMUSG00000063663",382236
254102,"ENSG00000173442","EHBP1L1","EH domain binding protein 1 like 1","protein-coding","ENSMUSG00000024937",114601
254122,"ENSG00000172803","SNX32","sorting nexin 32","protein-coding","ENSMUSG00000056185",225861
254158,"ENSG00000165182","CXorf58","chromosome X open reading frame 58","protein-coding","ENSMUSG00000043549",631145
254170,"ENSG00000165355","FBXO33","F-box protein 33","protein-coding","ENSMUSG00000035329",70611
254173,"ENSG00000162571","TTLL10","tubulin tyrosine ligase like 10","protein-coding","ENSMUSG00000029074",330010
254187,"ENSG00000175513","TSGA10IP","testis specific 10 interacting protein","protein-coding","ENSMUSG00000039330",78306
254225,"ENSG00000166439","RNF169","ring finger protein 169","protein-coding","ENSMUSG00000058761",108937
254228,"ENSG00000178033","CALHM5","calcium homeostasis modulator family member 5","protein-coding","ENSMUSG00000049872",103511
254240,"ENSG00000184459","BPIFC","BPI fold containing family C","protein-coding","ENSMUSG00000050108",270757
254251,"ENSG00000178177","LCORL","ligand dependent nuclear receptor corepressor like","protein-coding","ENSMUSG00000015882",209707
254263,"ENSG00000174871","CNIH2","cornichon family AMPA receptor auxiliary protein 2","protein-coding","ENSMUSG00000024873",12794
254268,"ENSG00000162641","AKNAD1","AKNA domain containing 1","protein-coding","ENSMUSG00000049565",329738
254295,"ENSG00000175287","PHYHD1","phytanoyl-CoA dioxygenase domain containing 1","protein-coding","ENSMUSG00000079484",227696
254359,"ENSG00000174165","ZDHHC24","zinc finger DHHC-type containing 24","protein-coding","ENSMUSG00000006463",70605
254394,"ENSG00000111877","MCM9","minichromosome maintenance 9 homologous recombination repair factor","protein-coding","ENSMUSG00000058298",71567
254427,"ENSG00000148426","PROSER2","proline and serine rich 2","protein-coding","ENSMUSG00000045319",227545
254428,"ENSG00000133065","SLC41A1","solute carrier family 41 member 1","protein-coding","ENSMUSG00000013275",98396
254439,"ENSG00000173237","C11orf86","chromosome 11 open reading frame 86","protein-coding","ENSMUSG00000042041",69861
254528,"ENSG00000162039","MEIOB","meiosis specific with OB-fold","protein-coding","ENSMUSG00000024155",75178
254531,"ENSG00000176454","LPCAT4","lysophosphatidylcholine acyltransferase 4","protein-coding","ENSMUSG00000027134",99010
254552,"ENSG00000167799","NUDT8","nudix hydrolase 8","protein-coding","ENSMUSG00000110949",66387
254773,"ENSG00000185674","LYG2","lysozyme g2","protein-coding","ENSMUSG00000061584",332427
254778,"ENSG00000169085","VXN","vexin","protein-coding","ENSMUSG00000067879",76982
254827,"ENSG00000177694","NAALADL2","N-acetylated alpha-linked acidic dipeptidase like 2","protein-coding","ENSMUSG00000102758",635702
254863,"ENSG00000205544","TMEM256","transmembrane protein 256","protein-coding","ENSMUSG00000070394",69186
254887,"ENSG00000184307","ZDHHC23","zinc finger DHHC-type palmitoyltransferase 23","protein-coding","ENSMUSG00000036304",332175
254950,"ENSG00000186970","KRTAP15-1","keratin associated protein 15-1","protein-coding","ENSMUSG00000022931",26560
254956,"ENSG00000185681","MORN5","MORN repeat containing 5","protein-coding","ENSMUSG00000026894",75495
255027,"ENSG00000156968","MPV17L","MPV17 mitochondrial inner membrane protein like","protein-coding","ENSMUSG00000022679",93734
255043,"ENSG00000180089","TMEM86B","transmembrane protein 86B","protein-coding","ENSMUSG00000045282",68255
255057,"ENSG00000099625","CBARP","CACN subunit beta associated regulatory protein","protein-coding","ENSMUSG00000035640",100503659
255061,"ENSG00000176358","TAC4","tachykinin precursor 4","protein-coding","ENSMUSG00000020872",93670
255101,"ENSG00000181378","CFAP65","cilia and flagella associated protein 65","protein-coding","ENSMUSG00000047021",241116
255104,"ENSG00000162542","TMCO4","transmembrane and coiled-coil domains 4","protein-coding","ENSMUSG00000041143",77056
255119,"ENSG00000197826","CFAP299","cilia and flagella associated protein 299","protein-coding","ENSMUSG00000057816",75784
255189,"ENSG00000168907","PLA2G4F","phospholipase A2 group IVF","protein-coding","ENSMUSG00000046971",271844
255220,"ENSG00000204193","TXNDC8","thioredoxin domain containing 8","protein-coding","ENSMUSG00000038709",67402
255231,"ENSG00000153898","MCOLN2","mucolipin TRP cation channel 2","protein-coding","ENSMUSG00000011008",68279
255239,"ENSG00000170209","ANKK1","ankyrin repeat and kinase domain containing 1","protein-coding","ENSMUSG00000032257",244859
255252,"ENSG00000180979","LRRC57","leucine rich repeat containing 57","protein-coding","ENSMUSG00000027286",66606
255275,"ENSG00000185105","MYADML2","myeloid associated differentiation marker like 2","protein-coding","ENSMUSG00000025141",68515
255324,"ENSG00000182585","EPGN","epithelial mitogen","protein-coding","ENSMUSG00000035020",71920
255349,"ENSG00000206069","LHFPL7","LHFPL tetraspan subfamily member 7","protein-coding","ENSMUSG00000066964",333048
255374,"ENSG00000214309","MBLAC1","metallo-beta-lactamase domain containing 1","protein-coding","ENSMUSG00000049285",330216
255394,"ENSG00000166046","TCP11L2","t-complex 11 like 2","protein-coding","ENSMUSG00000020034",216198
255411,"ENSG00000257987","SPMIP11","sperm microtubule inner protein 11","protein-coding","ENSMUSG00000022993",73863
255426,"ENSG00000146090","RASGEF1C","RasGEF domain family member 1C","protein-coding","ENSMUSG00000020374",74563
255488,"ENSG00000137393","RNF144B","ring finger protein 144B","protein-coding","ENSMUSG00000038068",218215
255520,"ENSG00000179387","ELMOD2","ELMO domain containing 2","protein-coding","ENSMUSG00000035151",244548
255631,"ENSG00000171502","COL24A1","collagen type XXIV alpha 1 chain","protein-coding","ENSMUSG00000028197",71355
255649,"ENSG00000284873","OOSP1","oocyte secreted protein 1","protein-coding","ENSMUSG00000041857",170834
255738,"ENSG00000169174","PCSK9","proprotein convertase subtilisin/kexin type 9","protein-coding","ENSMUSG00000044254",100102
255743,"ENSG00000168743","NPNT","nephronectin","protein-coding","ENSMUSG00000040998",114249
255758,"ENSG00000213123","DYNLT2B","dynein light chain Tctex-type 2B","protein-coding","ENSMUSG00000014075",66061
255762,"ENSG00000155714","PDZD9","PDZ domain containing 9","protein-coding","ENSMUSG00000030887",67983
255783,"ENSG00000257704","INAFM1","InaF motif containing 1","protein-coding","ENSMUSG00000091811",66300
255798,"ENSG00000214097","SMCO1","single-pass membrane protein with coiled-coil domains 1","protein-coding","ENSMUSG00000046345",69576
255809,"ENSG00000214212","C19orf38","chromosome 19 open reading frame 38","protein-coding","ENSMUSG00000057191",382062
255877,"ENSG00000161940","BCL6B","BCL6B transcription repressor","protein-coding","ENSMUSG00000000317",12029
255919,"ENSG00000205423","CNEP1R1","CTD nuclear envelope phosphatase 1 regulatory subunit 1","protein-coding","ENSMUSG00000036810",382030
255928,"ENSG00000143469","SYT14","synaptotagmin 14","protein-coding","ENSMUSG00000016200",329324
255967,"ENSG00000152520","PAN3","poly(A) specific ribonuclease subunit PAN3","protein-coding","ENSMUSG00000029647",72587
256006,"ENSG00000145700","ANKRD31","ankyrin repeat domain 31","protein-coding","ENSMUSG00000109561",625662
256076,"ENSG00000172752","COL6A5","collagen type VI alpha 5 chain","protein-coding","ENSMUSG00000091345",665033
256126,"ENSG00000161860","SYCE2","synaptonemal complex central element protein 2","protein-coding","ENSMUSG00000003824",71846
256130,"ENSG00000173452","TMEM196","transmembrane protein 196","protein-coding","ENSMUSG00000048004",217951
256158,"ENSG00000148357","HMCN2","hemicentin 2","protein-coding","ENSMUSG00000055632",665700
256281,"ENSG00000183828","NUDT14","nudix hydrolase 14","protein-coding","ENSMUSG00000002804",66174
256297,"ENSG00000168267","PTF1A","pancreas associated transcription factor 1a","protein-coding","ENSMUSG00000026735",19213
256302,"ENSG00000274180","NATD1","N-acetyltransferase domain containing 1","protein-coding","ENSMUSG00000018931",24083
256309,"ENSG00000168491","CCDC110","coiled-coil domain containing 110","protein-coding","ENSMUSG00000071104",212392
256329,"ENSG00000185522","LMNTD2","lamin tail domain containing 2","protein-coding","ENSMUSG00000025500",72000
256356,"ENSG00000175066","GK5","glycerol kinase 5","protein-coding","ENSMUSG00000041440",235533
256364,"ENSG00000149499","EML3","EMAP like 3","protein-coding","ENSMUSG00000071647",225898
256380,"ENSG00000146285","SCML4","Scm polycomb group protein like 4","protein-coding","ENSMUSG00000044770",268297
256435,"ENSG00000184005","ST6GALNAC3","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3","protein-coding","ENSMUSG00000052544",20447
256471,"ENSG00000164073","MFSD8","major facilitator superfamily domain containing 8","protein-coding","ENSMUSG00000025759",72175
256472,"ENSG00000179292","TMEM151A","transmembrane protein 151A","protein-coding","ENSMUSG00000061451",381199
256536,"ENSG00000176769","TCERG1L","transcription elongation regulator 1 like","protein-coding","ENSMUSG00000091002",70571
256586,"ENSG00000140280","LYSMD2","LysM domain containing 2","protein-coding","ENSMUSG00000032184",70082
256643,"ENSG00000173681","BCLAF3","BCLAF1 and THRAP3 family member 3","protein-coding","ENSMUSG00000044150",382252
256646,"ENSG00000184507","NUTM1","NUT midline carcinoma family member 1","protein-coding","ENSMUSG00000041358",213765
256691,"ENSG00000165072","MAMDC2","MAM domain containing 2","protein-coding","ENSMUSG00000033207",71738
256710,"ENSG00000173401","GLIPR1L1","GLIPR1 like 1","protein-coding","ENSMUSG00000020213",69286
256714,"ENSG00000184368","MAP7D2","MAP7 domain containing 2","protein-coding","ENSMUSG00000041020",78283
256764,"ENSG00000166415","WDR72","WD repeat domain 72","protein-coding","ENSMUSG00000044976",546144
256815,"ENSG00000179133","C10orf67","chromosome 10 open reading frame 67","protein-coding","ENSMUSG00000026734",70909
256892,"ENSG00000280021","OR51F1","olfactory receptor family 51 subfamily F member 1","protein-coding","ENSMUSG00000060888",258168
256933,"ENSG00000183979","NPB","neuropeptide B","protein-coding","ENSMUSG00000044034",208990
256949,"ENSG00000186994","KANK3","KN motif and ankyrin repeat domains 3","protein-coding","ENSMUSG00000042099",80880
256957,"ENSG00000270379","HEATR9","HEAT repeat containing 9","protein-coding","ENSMUSG00000018925",629303
256979,"ENSG00000164744","SUN3","Sad1 and UNC84 domain containing 3","protein-coding","ENSMUSG00000040985",194974
256987,"ENSG00000164300","SERINC5","serine incorporator 5","protein-coding","ENSMUSG00000021703",218442
257000,"ENSG00000223573","TINCR","TINCR ubiquitin domain containing","protein-coding","ENSMUSG00000110218",100504425
257019,"ENSG00000172159","FRMD3","FERM domain containing 3","protein-coding","ENSMUSG00000049122",242506
257044,"ENSG00000179397","CATSPERE","catsper channel auxiliary subunit epsilon","protein-coding","ENSMUSG00000102483",631584
257062,"ENSG00000174898","CATSPERD","cation channel sperm associated auxiliary subunit delta","protein-coding","ENSMUSG00000040828",106757
257068,"ENSG00000240891","PLCXD2","phosphatidylinositol specific phospholipase C X domain containing 2","protein-coding","ENSMUSG00000087141",433022
257101,"ENSG00000176083","ZNF683","zinc finger protein 683","protein-coding",NA,100503878
257106,"ENSG00000186517","ARHGAP30","Rho GTPase activating protein 30","protein-coding","ENSMUSG00000048865",226652
257144,"ENSG00000174500","GCSAM","germinal center associated signaling and motility","protein-coding","ENSMUSG00000022659",14525
257160,"ENSG00000167257","RNF214","ring finger protein 214","protein-coding","ENSMUSG00000042790",235315
257169,"ENSG00000157653","C9orf43","chromosome 9 open reading frame 43","protein-coding","ENSMUSG00000058046",214106
257177,"ENSG00000188931","CFAP126","cilia and flagella associated protein 126","protein-coding","ENSMUSG00000026649",75472
257194,"ENSG00000172260","NEGR1","neuronal growth regulator 1","protein-coding","ENSMUSG00000040037",320840
257202,"ENSG00000198704","GPX6","glutathione peroxidase 6","protein-coding","ENSMUSG00000004341",75512
257218,"ENSG00000146414","SHPRH","SNF2 histone linker PHD RING helicase","protein-coding","ENSMUSG00000090112",268281
257236,"ENSG00000173013","CCDC96","coiled-coil domain containing 96","protein-coding","ENSMUSG00000050677",66717
257240,"ENSG00000185915","KLHL34","kelch like family member 34","protein-coding","ENSMUSG00000047485",245683
257313,"ENSG00000188958","UTS2B","urotensin 2B","protein-coding","ENSMUSG00000056423",224065
257364,"ENSG00000173548","SNX33","sorting nexin 33","protein-coding","ENSMUSG00000032733",235406
257397,"ENSG00000157625","TAB3","TGF-beta activated kinase 1 (MAP3K7) binding protein 3","protein-coding","ENSMUSG00000035476",66724
257407,"ENSG00000204128","C2orf72","chromosome 2 open reading frame 72","protein-coding","ENSMUSG00000026227",72792
257415,"ENSG00000234545","FAM133B","family with sequence similarity 133 member B","protein-coding","ENSMUSG00000058503",68152
257629,"ENSG00000175311","ANKS4B","ankyrin repeat and sterile alpha motif domain containing 4B","protein-coding","ENSMUSG00000030909",72074
258010,"ENSG00000198168","SVIP","small VCP interacting protein","protein-coding","ENSMUSG00000074093",75744
259173,"ENSG00000178038","ALS2CL","ALS2 C-terminal like","protein-coding","ENSMUSG00000044037",235633
259215,"ENSG00000204424","LY6G6F","lymphocyte antigen 6 family member G6F","protein-coding","ENSMUSG00000034923",433099
259217,"ENSG00000165868","HSPA12A","heat shock protein family A (Hsp70) member 12A","protein-coding","ENSMUSG00000025092",73442
259230,"ENSG00000198964","SGMS1","sphingomyelin synthase 1","protein-coding","ENSMUSG00000040451",208449
259232,"ENSG00000102452","NALCN","sodium leak channel, non-selective","protein-coding","ENSMUSG00000000197",338370
259236,"ENSG00000181585","TMIE","transmembrane inner ear","protein-coding","ENSMUSG00000049555",20776
259239,"ENSG00000180083","WFDC11","WAP four-disulfide core domain 11","protein-coding","ENSMUSG00000078940",629761
259240,"ENSG00000180205","WFDC9","WAP four-disulfide core domain 9","protein-coding","ENSMUSG00000074594",629754
259266,"ENSG00000066279","ASPM","assembly factor for spindle microtubules","protein-coding","ENSMUSG00000033952",12316
259282,"ENSG00000038219","BOD1L1","biorientation of chromosomes in cell division 1 like 1","protein-coding","ENSMUSG00000061755",665775
259285,"ENSG00000236398","TAS2R39","taste 2 receptor member 39","protein-coding","ENSMUSG00000047102",353148
259286,"ENSG00000221937","TAS2R40","taste 2 receptor member 40","protein-coding","ENSMUSG00000051917",387515
259308,"ENSG00000205108","SPATA31F1","SPATA31 subfamily F member 1","protein-coding","ENSMUSG00000078721",433698
260293,"ENSG00000186377","CYP4X1","cytochrome P450 family 4 subfamily X member 1","protein-coding","ENSMUSG00000047155",81906
260425,"ENSG00000081026","MAGI3","membrane associated guanylate kinase, WW and PDZ domain containing 3","protein-coding","ENSMUSG00000052539",99470
260429,"ENSG00000103355","PRSS33","serine protease 33","protein-coding","ENSMUSG00000049620",353130
260436,"ENSG00000181617","FDCSP","follicular dendritic cell secreted protein","protein-coding","ENSMUSG00000105888",494497
261726,"ENSG00000143155","TIPRL","TOR signaling pathway regulator","protein-coding","ENSMUSG00000040843",226591
261729,"ENSG00000157214","STEAP2","STEAP2 metalloreductase","protein-coding","ENSMUSG00000015653",74051
261734,"ENSG00000131697","NPHP4","nephrocystin 4","protein-coding","ENSMUSG00000039577",260305
266553,NA,"OFCC1","orofacial cleft 1 candidate 1","ncRNA","ENSMUSG00000047094",218165
266629,"ENSG00000100012","SEC14L3","SEC14 like lipid binding 3","protein-coding","ENSMUSG00000054986",380683
266655,"ENSG00000235106","BRD3OS","BRD3 opposite strand","protein-coding","ENSMUSG00000109946",100504116
266722,"ENSG00000185352","HS6ST3","heparan sulfate 6-O-sulfotransferase 3","protein-coding","ENSMUSG00000053465",50787
266727,"ENSG00000112139","MDGA1","MAM domain containing glycosylphosphatidylinositol anchor 1","protein-coding","ENSMUSG00000043557",74762
266743,"ENSG00000174576","NPAS4","neuronal PAS domain protein 4","protein-coding","ENSMUSG00000045903",225872
266812,"ENSG00000177432","NAP1L5","nucleosome assembly protein 1 like 5","protein-coding","ENSMUSG00000055430",58243
266977,"ENSG00000153292","ADGRF1","adhesion G protein-coupled receptor F1","protein-coding","ENSMUSG00000041293",77596
280636,"ENSG00000211450","SELENOH","selenoprotein H","protein-coding","ENSMUSG00000076437",72657
282679,"ENSG00000178301","AQP11","aquaporin 11","protein-coding","ENSMUSG00000042797",66333
282775,"ENSG00000174957","OR5J2","olfactory receptor family 5 subfamily J member 2","protein-coding","ENSMUSG00000047149",259012
282809,"ENSG00000139323","POC1B","POC1 centriolar protein B","protein-coding","ENSMUSG00000019952",382406
282966,"ENSG00000178645","C10orf53","chromosome 10 open reading frame 53","protein-coding","ENSMUSG00000072473",67085
282969,"ENSG00000148803","FUOM","fucose mutarotase","protein-coding","ENSMUSG00000025466",69064
